Tax Year,Municipality,Number of Returns,CT Income Tax,Tax Per Capita
2017,HAMPTON,1112,2879329.00,2589.00
2017,HAMDEN,25632,81488504.00,3179.00
2017,HADDAM,3951,18239649.00,4616.00
2017,GUILFORD,10120,71749154.00,7090.00
2017,GROTON,11657,31955590.00,2741.00
2017,GRISWOLD,5490,11852631.00,2159.00
2017,GREENWICH,27286,765421830.00,28052.00
2017,GRANBY,5014,26568667.00,5299.00
2017,GOSHEN,1356,7741365.00,5709.00
2017,GLASTONBURY,15992,126219168.00,7893.00
2017,FRANKLIN,908,2900342.00,3194.00
2017,FARMINGTON,12135,86180050.00,7102.00
2017,FAIRFIELD,24631,214544445.00,8710.00
2017,ESSEX,3274,22315236.00,6816.00
2017,ENFIELD,19670,42760909.00,2174.00
2017,ELLINGTON,7566,33254794.00,4395.00
2017,EAST WINDSOR,5580,14336300.00,2569.00
2017,EASTON,3223,30574642.00,9486.00
2017,EAST LYME,8484,40060793.00,4722.00
2017,EAST HAVEN,13620,34040369.00,2499.00
2017,EAST HARTFORD,24465,37696907.00,1541.00
2017,EAST HAMPTON,6114,24692638.00,4039.00
2017,EAST HADDAM,3913,14265135.00,3646.00
2017,EAST GRANBY,2436,10133544.00,4160.00
2017,EASTFORD,657,1945467.00,2961.00
2017,DURHAM,3447,21615912.00,6271.00
2017,DERBY,5913,12372223.00,2092.00
2017,DEEP RIVER,2196,9498797.00,4325.00
2017,DARIEN,8391,226297824.00,26969.00
2017,DANBURY,37131,77140025.00,2078.00
2017,CROMWELL,7121,32269922.00,4532.00
2017,COVENTRY,5950,20670726.00,3474.00
2017,CORNWALL,775,2853911.00,3682.00
2017,COLUMBIA,2603,9973718.00,3832.00
2017,COLEBROOK,589,1953989.00,3317.00
2017,COLCHESTER,7748,27559798.00,3557.00
2017,CLINTON,6373,23887068.00,3748.00
2017,CHESTER,1878,7954635.00,4236.00
2017,CHESHIRE,12425,70826186.00,5700.00
2017,CHAPLIN,1033,2266303.00,2194.00
2017,CANTON,4690,28445144.00,6065.00
2017,CANTERBURY,2375,5724853.00,2410.00
2017,CANAAN,1743,3655672.00,2097.00
2017,BURLINGTON,4357,24667874.00,5662.00
2017,BROOKLYN,3557,8411282.00,2365.00
2017,BROOKFIELD,8180,35161105.00,4298.00
2017,BRISTOL,28779,67088215.00,2331.00
2017,BRIDGEWATER,803,5406596.00,6733.00
2017,BRIDGEPORT,60011,63872129.00,1064.00
2017,BRANFORD,14441,62797677.00,4349.00
2017,BOZRAH,1243,3990234.00,3210.00
2017,BOLTON,2329,10573707.00,4540.00
2017,BLOOMFIELD,10998,40005085.00,3637.00
2017,BETHLEHEM,1658,6120786.00,3692.00
2017,BETHEL,8973,29124336.00,3246.00
2017,BETHANY,2536,14596725.00,5756.00
2017,BERLIN,10022,41756456.00,4166.00
2017,BEACON FALLS,2853,9009852.00,3158.00
2017,BARKHAMSTED,1828,6799901.00,3720.00
2017,AVON,8457,86058222.00,10176.00
2017,ASHFORD,2058,5560639.00,2702.00
2017,ANSONIA,8746,15737097.00,1799.00
2016,WOODSTOCK,3592,10501766.00,2924.00
2016,WOODBURY,4712,21658768.00,4597.00
2016,WOODBRIDGE,4128,42737698.00,10353.00
2016,WOLCOTT,7759,23258044.00,2998.00
2016,WINDSOR LOCKS,6444,13790875.00,2140.00
2016,WINDSOR,14637,39080521.00,2670.00
2016,WINDHAM,9508,12456754.00,1310.00
2016,WINCHESTER,4885,9982823.00,2044.00
2016,WILTON,7519,99915020.00,13288.00
2016,WILLINGTON,2636,7934980.00,3010.00
2016,WETHERSFIELD,13120,48374305.00,3687.00
2016,WESTPORT,11623,203589633.00,17516.00
2016,WESTON,4087,59302265.00,14510.00
2016,WEST HAVEN ,24394,41940473.00,1719.00
2016,WEST HARTFORD ,28558,171817664.00,6016.00
2016,WESTBROOK ,3237,16555014.00,5114.00
2016,WATERTOWN,10414,32969740.00,3166.00
2016,WATERFORD,9581,31294806.00,3266.00
2016,WATERBURY,46280,54183281.00,1171.00
2016,WASHINGTON,1820,9663686.00,5310.00
2016,WARREN,428,2241212.00,5236.00
2016,WALLINGFORD,21777,72362959.00,3323.00
2016,VOLUNTOWN,1211,2648992.00,2187.00
2016,VERNON,14576,36128414.00,2479.00
2016,UNION,292,1070040.00,3665.00
2016,TRUMBULL,15898,82832975.00,5210.00
2016,TORRINGTON,16108,30616369.00,1901.00
2016,TOLLAND,6594,31209266.00,4733.00
2016,THOMPSON,4172,5375262.00,1288.00
2016,THOMASTON,3715,9497967.00,2557.00
2016,SUFFIELD,6313,31049245.00,4918.00
2016,STRATFORD,25219,64011467.00,2538.00
2016,STONINGTON,12692,52706572.00,4153.00
2016,STERLING,1433,2492798.00,1740.00
2016,STAMFORD,61016,253612830.00,4156.00
2016,STAFFORD,5465,12396538.00,2268.00
2016,SPRAGUE,1498,3214867.00,2146.00
2016,SOUTH WINDSOR ,12201,54021137.00,4428.00
2016,SOUTHINGTON ,20479,75605359.00,3692.00
2016,SOUTHBURY ,8873,41044340.00,4626.00
2016,SOMERS,4393,17457651.00,3974.00
2016,SIMSBURY,10710,74669677.00,6972.00
2016,SHERMAN,1589,6612861.00,4162.00
2016,SHELTON,19370,71114936.00,3671.00
2016,SHARON,1025,7021759.00,6850.00
2016,SEYMOUR,7922,22568291.00,2849.00
2016,SCOTLAND,328,756924.00,2308.00
2016,SALISBURY,1640,8148354.00,4969.00
2016,SALEM,1880,7635934.00,4062.00
2016,ROXBURY,997,7612484.00,7635.00
2016,ROCKY HILL,9734,36676321.00,3768.00
2016,RIDGEFIELD,10347,109642086.00,10597.00
2016,REDDING,3953,37199731.00,9411.00
2016,PUTNAM,4018,5383891.00,1340.00
2016,PROSPECT,4508,15450487.00,3427.00
2016,PRESTON,2142,5678125.00,2651.00
2016,PORTLAND,4477,17513743.00,3912.00
2016,POMFRET,1874,6551207.00,3496.00
2016,PLYMOUTH,5704,13478650.00,2363.00
2016,PLAINVILLE,8848,21661566.00,2448.00
2016,PLAINFIELD,6481,10351636.00,1597.00
2016,OXFORD,5803,24517548.00,4225.00
2016,ORANGE,6677,37214827.00,5574.00
2016,OLD SAYBROOK,5114,25456799.00,4978.00
2016,OLD LYME,3731,26552629.00,7117.00
2016,NORWICH,17788,26912934.00,1513.00
2016,NORWALK,41970,149760507.00,3568.00
2016,NORTH STONINGTON,2413,7758350.00,3215.00
2016,NORTH HAVEN,11835,47048681.00,3975.00
2016,NORTH CANAAN,362,603297.00,1667.00
2016,NORTH BRANFORD,6815,24773510.00,3635.00
2016,NORFOLK,739,3051275.00,4129.00
2016,NEWTOWN,11857,67865589.00,5724.00
2016,NEW MILFORD ,12918,37836736.00,2929.00
