Date,Open,High,Low,Close,Adj Close,Volume
30/09/2006,null,null,null,null,null,null
31/10/2006,23.937,25.0991,23.490101,24.235001,12.061803,122770118
30/11/2006,24.2847,24.2946,23.3312,24.076099,12.28325,80558628
31/12/2006,24.076099,24.9501,23.212,24.900499,12.703845,89916934
31/01/2007,25.0296,26.3109,24.9601,25.2878,12.901443,107088353
28/02/2007,25.268,26.2612,24.5826,26.171801,13.352445,113787688
31/03/2007,25.8738,27.413401,25.695101,26.8671,13.707172,99972306
30/04/2007,26.926701,27.661699,25.7745,25.883801,13.205513,127862069
31/05/2007,26.142,26.2414,24.9998,25.4865,13.308897,113984218
30/06/2007,25.5858,26.7181,25.3276,26.0228,13.588949,108978089
31/07/2007,25.8043,27.075701,23.192101,27.0161,14.107641,138858478
31/08/2007,27.1651,28.496,26.032801,28.307301,14.7819,114279523
30/09/2007,28.307301,30.4725,27.731199,30.3335,15.839972,139399223
31/10/2007,30.641399,31.1082,26.519501,28.138399,14.6937,160968061
30/11/2007,28.4662,29.638201,27.1154,27.731199,14.814033,127564306
31/12/2007,27.731199,27.999399,24.334299,25.407,13.572443,151110125
31/01/2008,25.724899,27.0359,22.010201,23.1623,12.37332,171123308
29/02/2008,22.3776,25.208401,20.202499,23.589399,12.601476,174485699
31/03/2008,23.609301,25.6752,21.7122,24.3244,12.994113,153505310
30/04/2008,24.7813,26.0725,18.8715,23.0928,12.336189,196852385
31/05/2008,23.1325,26.320801,19.785299,19.864799,10.921408,186867331
30/06/2008,19.6164,22.8445,18.2358,21.404301,11.767805,287051566
31/07/2008,21.0467,24.652201,20.410999,23.3908,12.859958,202444858
31/08/2008,23.192101,24.6224,21.2752,21.3347,11.729539,231747657
30/09/2008,22.695499,23.937,19.487301,20.1429,11.074304,195239137
31/10/2008,20.510401,22.278299,14.4913,17.768999,9.769163,262066268
30/11/2008,17.212799,17.888201,14.9979,16.8552,9.578122,267503364
31/12/2008,16.8552,17.073799,14.3026,15.5342,8.827455,126078966
31/01/2009,15.2065,16.9744,15.1965,16.775801,9.533005,129836899
28/02/2009,16.4778,19.755501,15.3654,18.960899,10.774707,203517299
31/03/2009,18.931101,20.7885,18.6332,19.0702,10.836816,132932535
30/04/2009,18.821899,20.5501,18.1465,18.742399,10.650543,186044668
31/05/2009,18.821899,20.2223,18.3948,20.1131,11.753502,215023579
30/06/2009,19.7257,21.6724,18.6332,21.543301,12.589268,198691445
31/07/2009,21.8016,24.6621,21.7619,24.2052,14.144806,185111649
31/08/2009,24.3244,26.5592,23.5298,26.0725,15.236001,187363600
30/09/2009,26.0228,27.3836,24.751499,26.1917,15.305657,185381837
31/10/2009,25.575899,26.7976,22.854401,23.976801,14.011336,195973445
30/11/2009,23.8179,25.407,22.8445,25.128901,15.026482,156745106
31/12/2009,25.1786,25.993,23.649,23.6987,14.171258,122011465
31/01/2010,23.5795,26.2215,22.1591,25.9533,15.519453,207053399
28/02/2010,26.062599,28.1583,26.032801,27.6518,16.535114,180435679
31/03/2010,27.622,28.237801,26.4599,27.0161,16.15498,132645374
