Date,Open,High,Low,Close,Adj Close,Volume
30/09/2015,28.9755,31.609699,28.9466,29.091299,23.718447,122759275
31/10/2015,29.0431,29.554501,26.544001,28.358,23.120581,133011631
30/11/2015,28.367701,29.3615,26.688801,29.139601,24.601761,105686744
31/12/2015,29.139601,29.168501,25.4634,26.688801,22.532619,112820585
31/01/2016,26.9396,27.1133,23.82,24.190001,20.422953,152109518
29/02/2016,24.200001,28.645,24.08,26.24,22.153708,132448237
31/03/2016,25.9,27.9,24.879999,27.190001,22.955769,108811742
30/04/2016,26.719999,29.49,26.200001,27.15,22.921997,152515462
31/05/2016,26.809999,26.879999,23.9,25.43,22.228149,132338962
30/06/2016,25.629999,26.6,24.16,26.540001,23.198393,99652171
31/07/2016,26.540001,28,25.809999,27.34,23.897663,118748452
31/08/2016,27.34,28.26,26.16,27.870001,24.360931,114644294
30/09/2016,28,28.459999,27.309999,28,24.474564,94637013
31/10/2016,28,29.049999,25.139999,28.93,25.28747,142428871
30/11/2016,29.049999,31,28.59,29.700001,26.928905,105298429
31/12/2016,30.67,32.099998,29.91,30.33,27.500126,79957367
31/01/2017,30.23,32.400002,30.040001,31.99,29.005239,93987756
28/02/2017,31.9,33.619999,31.530001,33.34,30.229282,110619665
31/03/2017,33.169998,34,32.299999,34,30.827703,72843613
30/04/2017,33.990002,34.09,29.219999,30.120001,27.309719,185913431
31/05/2017,30.32,30.405001,29,29.59,27.668375,133650088
30/06/2017,29.610001,31.049999,29.32,29.950001,28.004997,105691588
31/07/2017,29.950001,31.469999,29.66,30.200001,28.23876,94568898
31/08/2017,30.4,31.530001,29.83,31.5,29.454336,78987955
30/09/2017,31.540001,32.939999,30.93,32.66,30.539003,83597875
31/10/2017,32.810001,32.98,29.049999,29.59,27.668375,146798910
30/11/2017,29.620001,30.139999,29.15,29.57,28.542471,85151756
31/12/2017,29.57,29.969999,28.975,29.129999,28.11776,80633675
31/01/2018,29.23,30.639999,28.01,30.18,29.131275,104866034
28/02/2018,30.059999,30.559999,28.360001,28.49,27.5,113277877
31/03/2018,28.49,29.225,28.110001,28.950001,27.944016,85772009
30/04/2018,28.950001,29.639999,26.610001,26.799999,25.868725,141832807
31/05/2018,26.65,27.85,25.9,27.41,27.41,121964641
30/06/2018,27.49,28.49,27.33,28.33,28.33,91889285
31/07/2018,28.299999,29,27.219999,28.370001,28.370001,112920103
31/08/2018,28.51,28.51,27.219999,27.809999,27.809999,95751075
30/09/2018,27.709999,27.780001,27.120001,27.25,27.25,18568554
