Date,Open,High,Low,Close,Adj Close,Volume
30/09/2006,null,null,null,null,null,null
31/10/2006,47.4529,48.5868,46.5975,47.1744,23.969826,50173316
30/11/2006,47.1446,49.521702,46.319,49.213402,25.005863,49064080
31/12/2006,49.213402,50.237801,48.139198,49.770302,25.288832,44138545
31/01/2007,50.078701,51.948502,49.2332,49.6908,25.248434,55100223
28/02/2007,49.820099,50.287498,48.686199,49.989201,25.945208,70835111
31/03/2007,49.790199,53.440498,49.332699,52.4757,27.235748,54758115
30/04/2007,52.565201,55.857399,52.227001,55.101501,28.598574,53971264
31/05/2007,55.5093,55.568901,52.9133,54.952301,28.521143,63043177
30/06/2007,55.001999,56.722698,53.6394,53.967602,28.010065,74414021
31/07/2007,53.728901,55.220798,49.342701,54.852798,28.469488,82048414
31/08/2007,55.151199,56.722698,53.470299,56.086102,29.964628,70233698
30/09/2007,56.056301,61.566399,56.056301,61.168598,32.680004,75996280
31/10/2007,61.616199,61.825001,56.364601,59.328602,31.696972,80551966
30/11/2007,59.6269,61.2183,57.090698,58.781502,31.404676,67644097
31/12/2007,58.781502,59.179401,47.323601,49.133801,26.250284,116276231
31/01/2008,49.84,52.2071,41.405701,41.903,22.387152,145443944
29/02/2008,40.182301,42.967201,36.780701,41.584702,22.774992,137990554
31/03/2008,42.310799,45.483601,39.834202,44.608299,24.430944,82072194
30/04/2008,44.3298,45.891399,41.0774,42.0919,23.052769,79136625
31/05/2008,42.171501,43.4347,37.954399,39.953499,21.881618,115133215
30/06/2008,39.963501,46.4384,38.0737,39.535801,21.652847,152771487
31/07/2008,39.287102,45.135502,38.8992,42.171501,23.096365,112369507
31/08/2008,41.8731,45.254799,38.909199,42.390301,24.063248,114956471
30/09/2008,43.912102,45.573101,38.799801,40.082802,22.753374,108495006
31/10/2008,40.381199,41.922901,27.6999,33.9063,19.247225,129588324
30/11/2008,34.1152,34.1152,25.6112,28.744301,16.316973,145971844
31/12/2008,28.744301,29.4007,23.900499,26.754999,15.187725,88739194
31/01/2009,26.4368,31.230801,26.1682,29.6394,16.825085,98885323
28/02/2009,28.893499,36.6017,26.2876,34.5429,20.344719,131442875
31/03/2009,34.552799,37.665901,34.065399,34.920799,20.567289,80283126
30/04/2009,34.572701,37.248199,33.767101,34.9506,20.584839,77362622
31/05/2009,35.298801,39.585499,34.861099,38.789799,22.846014,110117979
30/06/2009,38.690399,42.619099,36.004902,42.569401,25.072084,99380006
31/07/2009,42.7285,48.208801,42.7285,45.752102,26.946596,125894528
31/08/2009,45.583,52.087799,44.429298,51.4711,31.079155,108410050
30/09/2009,51.2225,55.936901,49.123901,51.968399,31.379436,111486753
31/10/2009,50.526199,55.648499,50.0289,52.515499,31.709785,100028992
30/11/2009,52.416,54.842899,50.983799,54.554401,32.940918,81586049
31/12/2009,54.275902,58.334,52.714401,52.9431,31.967979,78702649
31/01/2010,52.9133,54.445,50.7351,53.629398,32.38237,98175540
28/02/2010,53.927799,57.1404,53.2216,55.986698,34.604027,96794818
31/03/2010,56.046299,59.676701,55.926998,58.194698,35.968739,76285307
30/04/2010,57.985802,59.119701,48.179001,51.093201,31.579473,140912309
31/05/2010,50.844501,53.191799,47.800999,48.377899,29.901217,97471752
30/06/2010,47.950199,52.7542,46.796501,52.276798,32.311024,96951669
31/07/2010,52.614899,53.907902,47.811001,50.0289,30.921654,137518542
31/08/2010,50.416801,53.8582,50.377102,50.894199,32.536751,112036957
30/09/2010,51.132999,51.749599,48.6166,48.636501,31.093397,97199010
31/10/2010,48.885101,50.2677,47.194302,48.1591,30.788197,123565352
30/11/2010,47.4827,51.182701,47.4529,50.496399,32.282433,79622261
31/12/2010,50.496399,52.5354,49.2631,52.147499,33.337982,63532686
31/01/2011,52.187199,55.469501,51.689899,52.823799,33.77034,92978653
28/02/2011,52.9631,53.2117,48.9846,52.117599,34.140888,96450585
31/03/2011,52.087799,53.709,51.520901,53.420601,34.994457,66182922
30/04/2011,53.52,53.669201,49.611198,50.347198,32.981148,95383817
31/05/2011,50.3969,52.0182,48.785702,52.0182,34.075779,96967958
30/06/2011,51.868999,52.2071,48.168999,49.004501,32.101585,111917638
31/07/2011,49.521702,50.4566,43.176102,47.960201,31.417494,184643520
31/08/2011,48.139198,48.487301,42.071999,45.304501,30.879797,150168749
30/09/2011,44.359699,50.814701,42.8876,49.004501,33.401741,116983377
31/10/2011,48.3978,50.227901,45.145401,47.1446,32.134018,106728035
30/11/2011,48.5868,49.989201,47.930302,48.9548,33.367859,99283473
31/12/2011,48.9548,51.481098,48.845402,50.387001,34.344059,86051171
31/01/2012,50.4268,50.9142,48.328201,49.163601,33.510185,103794768
29/02/2012,48.855301,50.287498,47.243999,49.830002,34.932953,100840754
31/03/2012,50.178101,51.729698,49.193501,51.689899,36.236816,69338716
30/04/2012,51.789398,52.803902,48.288399,49.133801,34.444885,108072882
31/05/2012,49.133801,53.510101,48.4972,52.8139,37.024788,93056458
30/06/2012,53.2813,57.737202,52.893398,57.220001,40.113651,102047499
31/07/2012,56.9813,57.6875,53.4604,54.445,38.168266,137344532
31/08/2012,54.554401,55.618698,53.619499,55.469501,40.277523,89908317
30/09/2012,55.549,57.5681,55.409801,57.438801,41.70747,75969143
31/10/2012,57.2896,59.646801,56.603298,59.368301,43.108524,86136333
30/11/2012,59.547401,62.242802,59.507599,61.844898,44.90683,71565852
31/12/2012,61.844898,64.749199,60.6017,64.102699,46.546261,74082754
31/01/2013,64.440903,67.375,63.555698,66.907501,48.582886,109440630
28/02/2013,66.708603,70.567703,66.559402,67.643501,50.356033,88591492
31/03/2013,67.643501,73.113899,65.912903,73.054199,54.383926,71644037
30/04/2013,72.626503,73.780296,66.141602,66.499702,49.504551,81972071
31/05/2013,66.529503,69.423897,64.142502,68.807198,51.222317,86678981
30/06/2013,68.359596,74.496399,67.126297,73.810097,54.946648,71722012
31/07/2013,73.959297,74.595802,69.742104,72.447502,53.932285,89025764
31/08/2013,72.735901,74.197998,70.826302,70.826302,54.212627,68710636
30/09/2013,70.925697,77.082397,69.980797,75.669998,57.920143,62943581
31/10/2013,75.093102,79.449501,75.093102,77.400597,59.244793,63327533
30/11/2013,77.6493,77.718903,72.228699,77.380798,59.229645,68095982
31/12/2013,77.380798,78.077003,73.103897,73.830002,56.511749,59122323
31/01/2014,73.611198,76.505501,71.751297,74.257698,56.839115,76347075
28/02/2014,74.347198,77.341003,73.432098,77.022697,60.41843,65543632
31/03/2014,77.171898,79.519203,76.087799,78.4748,61.557487,43339288
30/04/2014,78.813004,81.757004,77.8283,81.150299,63.656204,51675053
31/05/2014,81.170197,82.239403,80.096001,80.444199,63.102329,54587992
30/06/2014,80.563499,83.467796,79.429604,83.298698,65.341469,51957712
31/07/2014,82.562698,82.672096,78.942299,80.881798,63.445595,64885504
31/08/2014,80.961304,81.5382,73.715599,74.8843,60.366467,75298697
30/09/2014,74.197998,80.115898,73.173599,80.046303,64.527718,75459844
31/10/2014,79.966698,82.552696,79.320198,80.285004,64.720131,55596835
30/11/2014,80.314796,86.173103,78.972099,85.188499,68.672997,68204514
31/12/2014,85.188499,89.514999,82.443298,88.848602,71.623505,59293298
31/01/2015,88.818802,93.453697,88.391098,91.424698,73.700172,70324549
28/02/2015,91.4048,96.168999,89.117203,92.896698,76.516449,59017224
31/03/2015,92.299896,95.273804,87.814201,88.391098,72.805313,48210070
30/04/2015,87.923599,89.156998,80.563499,84.6315,69.708641,73518230
31/05/2015,84.382797,87.127899,78.763298,84.671204,69.741333,68294796
30/06/2015,84.691101,88.401001,83.756203,87.088203,71.732155,58566156
31/07/2015,87.247299,87.893799,71.419998,75.080002,61.841328,97164365
31/08/2015,74.989998,76.839996,70.150002,72.720001,61.579586,96826957
30/09/2015,73.389999,78.25,72.660004,76.730003,64.975281,56432763
31/10/2015,76.849998,81,73.75,79.43,67.261635,61065896
30/11/2015,79.459999,85.849998,76.870003,85.529999,72.427147,61583812
31/12/2015,85.529999,85.529999,75.980003,78.669998,66.618073,61420045
31/01/2016,79.5,79.589996,70.07,70.139999,59.394829,78043223
29/02/2016,70.110001,78.529999,70.089996,74.919998,65.179504,66223066
31/03/2016,73.809998,76.160004,69.790001,73.889999,64.283417,57356696
30/04/2016,73,79.199997,71.300003,77.43,67.363174,68881979
31/05/2016,76.309998,77.955002,71.010002,74.370003,64.701019,65648453
30/06/2016,74.290001,78.370003,71.260002,77.349998,67.293579,56455691
31/07/2016,77.43,79.089996,71.684998,71.809998,62.473843,75911814
31/08/2016,71.620003,73.629997,69.220001,72.400002,64.882385,73074404
30/09/2016,72.940002,75.309998,72.300003,73.389999,65.769592,52580515
31/10/2016,72.769997,79.050003,69.639999,78.650002,70.483414,70621150
30/11/2016,78.800003,83.5,77.370003,82.410004,73.853012,55976899
31/12/2016,82.410004,85.650002,81.160004,81.660004,73.180878,50777155
31/01/2017,81.660004,86.089996,81.050003,82.32,73.772346,61381045
28/02/2017,81.980003,86.650002,81.75,85.910004,78.81459,61745870
31/03/2017,85.43,87.739998,84.089996,87.400002,80.181526,46631365
30/04/2017,87.089996,87.690002,78.5,79.650002,73.071609,79230046
31/05/2017,79.5,84.370003,77.650002,82.809998,75.970619,77895203
30/06/2017,82.830002,85.120003,81.300003,83.730003,76.814644,62577978
31/07/2017,83.919998,84.900002,75.040001,75.800003,69.539581,97805558
31/08/2017,76,77.300003,73.199997,75.25,71.046158,69250350
30/09/2017,75.809998,79.360001,74.660004,77.629997,73.293198,50446178
31/10/2017,77.790001,81.559998,77.110001,79.43,74.992645,60875790
30/11/2017,79.709999,80.839996,78,80.339996,75.851807,47613831
31/12/2017,80.339996,82.660004,78.029999,78.870003,74.463928,43337595
31/01/2018,79,81.18,73.739998,76.389999,72.122475,66077659
28/02/2018,76.059998,77.660004,71.709999,72.309998,70.108101,60241299
31/03/2018,72.309998,74.5,71.089996,71.82,69.633018,53248624
30/04/2018,71.82,74.010002,69.110001,69.300003,67.189758,74400257
31/05/2018,69.209999,74.699997,67.220001,72.870003,70.651054,73124379
30/06/2018,72.699997,76.739998,72.379997,74.790001,72.512581,62584003
31/07/2018,74.379997,76,70,71.239998,69.070679,86125752
31/08/2018,71.239998,72.480003,69.779999,71.410004,71.410004,57029102
30/09/2018,71.129997,71.370003,69.32,69.919998,69.919998,9489888
